Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Taste_Categories,Full-bodied,Lingering,Sour,Sweet
Arabica,Mexico,2012,Green,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2017,Green,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,['Sweet'],0,0,0,1
Arabica,Colombia,2016,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Costa Rica,2016,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,"['Sweet', 'Sour']",0,0,1,1
Arabica,Uganda,2015,Green,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Thailand,2015,Blue-Green,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2015,Green,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Brazil,2014,Green,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Tanzania,2014,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2014,Green,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Guatemala,2013,Green,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2014,Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,United States (Hawaii),2012,Green,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2016,Blue-Green,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2016,Green,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Brazil,2015,Green,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,['Sweet'],0,0,0,1
Arabica,Mexico,2014,Green,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,['Sweet'],0,0,0,1
Arabica,Colombia,2015,Green,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Tanzania,2014,Green,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Costa Rica,2014,Green,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,United States (Hawaii),2014,Blue-Green,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,"['Full-bodied', 'Lingering']",1,1,0,0
Arabica,Costa Rica,2013,Green,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Peru,2013,Green,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,"['Sweet', 'Sour', 'Full-bodied', 'Lingering']",1,1,1,1
Arabica,Haiti,2012,Green,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2013,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,United States (Hawaii),2012,Blue-Green,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,"['Sweet', 'Sour', 'Full-bodied', 'Lingering']",1,1,1,1
Arabica,Colombia,2012,Green,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Mexico,2017,Blue-Green,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,"['Sweet', 'Sour']",0,0,1,1
Arabica,Costa Rica,2016,Green,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Guatemala,2016,Green,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Uganda,2015,Green,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2015,Green,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Mexico,2015,Blue-Green,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,['Sweet'],0,0,0,1
Arabica,Taiwan,2015,Blue-Green,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Taiwan,2014,Green,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2014,Green,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,['Sweet'],0,0,0,1
Arabica,Guatemala,2014,Green,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,['Sweet'],0,0,0,1
Arabica,United States (Hawaii),2012,Blue-Green,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,"['Sour', 'Full-bodied', 'Lingering']",1,1,1,0
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,"['Sweet', 'Sour']",0,0,1,1
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,['Sweet'],0,0,0,1
Arabica,Brazil,2017,Green,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Tanzania,2016,Green,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2016,Green,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,"['Sweet', 'Sour']",0,0,1,1
Arabica,Honduras,2016,Blue-Green,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,['Sweet'],0,0,0,1
Arabica,China,2015,Green,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,China,2015,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,['Sweet'],0,0,0,1
Arabica,El Salvador,2016,Green,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,"['Sweet', 'Sour']",0,0,1,1
Arabica,Kenya,2014,Blue-Green,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,"['Sour', 'Full-bodied', 'Lingering']",1,1,1,0
Arabica,Thailand,2014,Blue-Green,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Tanzania,2014,Blue-Green,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Uganda,2014,Blue-Green,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,['Sweet'],0,0,0,1
Arabica,Colombia,2014,Green,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17,['Sweet'],0,0,0,1
Arabica,Honduras,2013,Green,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Honduras,2014,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,['Sweet'],0,0,0,1
Arabica,Guatemala,2014,Green,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,"['Sweet', 'Sour']",0,0,1,1
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Tanzania,2014,Green,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,"['Sweet', 'Sour', 'Lingering']",0,1,1,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,['Sweet'],0,0,0,1
Arabica,Mexico,2013,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,"['Sweet', 'Sour']",0,0,1,1
Arabica,Colombia,2012,Blue-Green,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Brazil,2012,Green,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Brazil,2012,Green,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,['Sweet'],0,0,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,"['Full-bodied', 'Lingering']",1,1,0,0
Arabica,Brazil,2011,Blue-Green,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2016,Green,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Colombia,2016,Green,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,7.17,83.08,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Brazil,2015,Blue-Green,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Brazil,2015,Green,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Taiwan,2015,Green,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Brazil,2015,Green,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Brazil,2014,Green,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Costa Rica,2014,Green,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,['Sweet'],0,0,0,1
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,United States (Hawaii),2012,Blue-Green,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,"['Sweet', 'Sour', 'Full-bodied', 'Lingering']",1,1,1,1
Arabica,Brazil,2017,Green,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.0,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Brazil,2016,Green,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Brazil,2016,Blue-Green,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Uganda,2015,Green,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Uganda,2015,Green,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,['Sweet'],0,0,0,1
Arabica,Vietnam,2014,Green,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Sour']",0,0,1,1
Arabica,Guatemala,2015,Green,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Brazil,2014,Green,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Taiwan,2014,Green,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Uganda,2013,Green,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,['Sweet'],0,0,0,1
Arabica,United States (Puerto Rico),2013,Blue-Green,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0,"['Sour', 'Full-bodied', 'Lingering']",1,1,1,0
Arabica,Guatemala,2014,Green,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0,"['Sweet', 'Sour']",0,0,1,1
Arabica,Costa Rica,2013,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,['Sweet'],0,0,0,1
Arabica,Brazil,2013,Blue-Green,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2013,Green,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Colombia,2013,Green,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0,['Sweet'],0,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.0,['Sweet'],0,0,0,1
Arabica,Colombia,2011,Blue-Green,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.0,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,Brazil,2017,Green,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92,['Sweet'],0,0,0,1
Arabica,El Salvador,2017,Green,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92,"['Full-bodied', 'Lingering']",1,1,0,0
Arabica,Colombia,2017,Green,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Taiwan,2016,Green,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Ethiopia,2016,Blue-Green,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,82.92,['Sweet'],0,0,0,1
Arabica,Taiwan,2014,Green,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Philippines,2015,Blue-Green,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Philippines,2014,Blue-Green,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Mexico,2015,Blue-Green,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,['Sweet'],0,0,0,1
Arabica,Mexico,2015,Blue-Green,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Brazil,2014,Green,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,82.92,"['Sweet', 'Sour', 'Full-bodied']",1,0,1,1
Arabica,Uganda,2013,Green,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,['Sweet'],0,0,0,1
Arabica,Uganda,2013,Green,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Guatemala,2014,Green,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2014,Green,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,['Sweet'],0,0,0,1
Arabica,Guatemala,2012,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92,['Sweet'],0,0,0,1
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,"['Sweet', 'Lingering']",0,1,0,1
Arabica,Colombia,2013,Blue-Green,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,"['Sweet', 'Full-bodied']",1,0,0,1
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,"['Sweet', 'Sour']",0,0,1,1
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,['Sweet'],0,0,0,1
Arabica,Mexico,2012,Green,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,"['Sweet', 'Full-bodied', 'Lingering']",1,1,0,1
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,"['Sweet', 'Full-bodied']",1,0,0,1
